index,Date,Time,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,year,isMilitary,cleaned_summary,main_cause
240,1931-05-24,22:30,"Bellefonte, Pennsylvania",National Air Transport,Boeing 95,1.0,1.0,0.0,Crashed into a mountain and burned in poor visibility.,1931,False,"['crashed', 'mountain', 'burned', 'poor', 'visibility']",Weather Conditions
241,1931-06-07,09:00,"Near Sandoway, Burma",Air Orient,Fokker F-VIIB,4.0,4.0,0.0,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.,1931,False,"['crashed', 'tree', 'fell', 'river', 'km', 'south', 'sandoway', 'experiencing', 'engine', 'trouble', 'attempting', 'land', 'sandoway', 'poor', 'visibility', 'monsoon', 'condition']",Weather Conditions
242,1931-06-11,,"Walbridge, Ohio",Rubner Flying Service,Lockheed Vega 2,3.0,2.0,0.0,A wing buckled as the plane was attempting to land and the plane crashed.,1931,False,"['wing', 'buckled', 'plane', 'attempting', 'land', 'plane', 'crashed']",Unkown
243,1931-06-13,,"Saarbrucken, Germany",Deutsche Lufthansa,Dornier Merkur,4.0,4.0,0.0,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure.",1931,False,"['circling', 'fog', 'half', 'hour', 'plane', 'rose', 'ft', 'nose', 'dived', 'ground', 'burst', 'flame', 'engine', 'failure']",Weather Conditions
244,1931-07-12,,"Chicago, Illinois",Braniff Airlines,Lockheed Vega,2.0,2.0,0.0,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.,1931,False,"['engine', 'quit', 'taking', 'plane', 'crashed', 'height', 'foot', 'pilot', 'tried', 'return', 'airport', 'banking', 'right', 'sufficient', 'altitude', 'recover']",Pilot Error
247,1931-07-24,,"Kurudjevo, Bulgaria",CIDNA,Fokker F-VII,7.0,7.0,0.0,The aircraft caught fire in mid air and crashed.,1931,False,"['aircraft', 'caught', 'fire', 'mid', 'air', 'crashed']",Unkown
248,1931-08-09,08:40,"Cincinnati, Ohio",American Airways,Ford 5-AT-C Tri Motor,6.0,6.0,0.0,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.,1931,False,"['crashed', 'height', 'foot', 'bank', 'little', 'miami', 'river', 'shortly', 'taking', 'engine', 'failure', 'due', 'broken', 'hub', 'right', 'engine', 'led', 'detachment', 'motor', 'aircraft']",Mechanical Failure
249,1931-09-14,20:00,"Chicago, Illinois",Chicago-Detroit Airways,Lockheed Vega,1.0,1.0,0.0,Crashed in a severe rainstorm while attempting to land.,1931,False,"['crashed', 'severe', 'rainstorm', 'attempting', 'land']",Weather Conditions
250,1931-09-16,04:00,"Oakland, California",PacifiAir Transport,Boeing 40,4.0,4.0,0.0,Crashed into San Francisco Bay shortly after taking off from Oakland airport.,1931,False,"['crashed', 'san', 'francisco', 'bay', 'shortly', 'taking', 'oakland', 'airport']",Unkown
253,1931-11-05,06:48,"Camden, New Jersey","NY, Phil., Washington AW",Lockheed Orion 9,5.0,5.0,0.0,Crashed  onto a golf course and burst into flames after circling the airport twice to land.,1931,False,"['crashed', 'onto', 'golf', 'course', 'burst', 'flame', 'circling', 'airport', 'twice', 'land']",Unkown
255,1931-11-23,,"Salt Lake City, Utah",Boeing Air Transport,Boeing 40,1.0,1.0,0.0,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.,1931,False,"['mail', 'plane', 'crashed', 'mile', 'west', 'salt', 'lake', 'airport', 'believed', 'plane', 'overturned', 'attempting', 'land', 'dark']",Unkown
256,1931-11-24,,"Near Tsinan, China",China National Aviation Corporation,Stinson,3.0,3.0,0.0,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.,1931,False,"['crashed', 'chingshan', 'mountain', 'range', 'mile', 'south', 'tsinan', 'fog']",Weather Conditions
257,1931-11-26,22:30,"Pasco, Washington",Varney Air Lines,Boeing 40,1.0,1.0,0.0,Crashed in fog while attempting to land.,1931,False,"['crashed', 'fog', 'attempting', 'land']",Weather Conditions
258,1931-12-05,,"Kewanee, Illinois",Braniff Airways,Lockheed Vega 5,6.0,2.0,0.0,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.,1931,False,"['crashed', 'attempting', 'land', 'alternate', 'airfield', 'sleet', 'storm', 'plane', 'struck', 'roof', 'barn', 'adjacent', 'airfield', 'destroyed', 'icing']",Weather Conditions
259,1931-12-06,,"Bangkok, Thailand",KLM Royal Dutch Airlines,Fokker F-VIIb-3M,7.0,5.0,0.0,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.,1931,False,"['gain', 'altitude', 'taking', 'landing', 'gear', 'hit', 'top', 'dam', 'plane', 'crashed']",Unkown
261,1931-12-31,,"Springfield, Ohio",American Airways,Fairchild Pilgrim 100A,5.0,4.0,0.0,"Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.",1931,False,"['order', 'supervisor', 'pilot', 'took', 'extremely', 'poor', 'weather', 'condition', 'encountering', 'fog', 'attempted', 'turn', 'back', 'airport', 'wing', 'tip', 'struck', 'knoll', 'plane', 'crashed']",Weather Conditions
262,1932-01-21,,"Colvin Park, Ilinois",Northwest Airways,Stinson SM-2A,1.0,1.0,0.0,Crashed in heavy fog a few minutes after taking off from Rockford. A witness said the plane caught fire after an explosion in mid air and crashed.,1932,False,"['crashed', 'heavy', 'fog', 'minute', 'taking', 'rockford', 'witness', 'said', 'plane', 'caught', 'fire', 'explosion', 'mid', 'air', 'crashed']",Weather Conditions
263,1932-01-29,,"Lebec, California",Century PacifiLines,Stinson SM-6000B,8.0,8.0,0.0,Crashed into a canyon in mountains during a snowstorm.,1932,False,"['crashed', 'canyon', 'mountain', 'snowstorm']",Collision/Geographical
264,1932-02-01,,"Off Miami, Florida",Bimini Airways,Fairchild,5.0,5.0,0.0,Disappeared while en route on a 45 minute flight.,1932,False,"['disappeared', 'en', 'route', 'minute', 'flight']",Unkown
265,1932-02-02,,"Marcellus, Michigan",Transamerican Airlines,Stearman C-3MB,1.0,1.0,0.0,Mail plane crashed.,1932,False,"['mail', 'plane', 'crashed']",Unkown
266,1932-02-02,,"Rio Vista, California",Boeing Air Transport,Boeing 40,2.0,1.0,0.0,Struck an irrigation ditch and caught fire  during landing.,1932,False,"['struck', 'irrigation', 'ditch', 'caught', 'fire', 'landing']",Collision/Geographical
268,1932-03-08,02:00,"Saint Louis, Illinois",Century Air Lines,Stinson SM-6000B,5.0,2.0,0.0,"Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings.",1932,False,"['crashed', 'skeleton', 'old', 'windmill', 'yard', 'edge', 'field', 'practicing', 'night', 'landing']",Unkown
269,1932-03-19,,"Calimesa, California",American Airways,Fokker F-10A,7.0,7.0,0.0,Crashed into an orchard after striking power lines in fog.,1932,False,"['crashed', 'orchard', 'striking', 'power', 'line', 'fog']",Weather Conditions
270,1932-03-21,,"Steubenville, Ohio",Trans Continental and Western Air,Northrop Alpha,1.0,1.0,0.0,The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.,1932,False,"['mail', 'plane', 'pilot', 'drowned', 'parachute', 'tangled', 'fuselage', 'dragged', 'ohio', 'river', 'plane', 'crashed']",Pilot Error
275,1932-05-16,,"Burbank, California",PacifiAir Transport,Boeing 40,3.0,3.0,0.0,Crashed and burned  in fog while attempting to land at Burbank Airport. Both pilots and the radio man were killed.,1932,False,"['crashed', 'burned', 'fog', 'attempting', 'land', 'burbank', 'airport', 'pilot', 'radio', 'man', 'killed']",Weather Conditions
276,1932-07-16,,"Mount El Plomo, near Vitacura, Chile",Panagra,Ford 5-AT-C Tri Motor,9.0,9.0,0.0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934.",1932,False,"['aircraft', 'crashed', 'severe', 'snowstorm', 'andes', 'mountain', 'wreckage', 'buried', 'ice', 'snow', 'found', 'march']",Weather Conditions
279,1932-09-08,c:09:00,"Salt Flats, Texas",American Airways,Fokker F-10,4.0,3.0,0.0,The mail plane struck a mountain and burned encountering poor weather conditions.,1932,False,"['mail', 'plane', 'struck', 'mountain', 'burned', 'encountering', 'poor', 'weather', 'condition']",Weather Conditions
283,1932-10-26,,"Villa Monte, Bolivia",Lloyd Aero Boliviano,Ford Tri-motor 5,2.0,2.0,0.0,Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed.,1932,False,"['former', 'american', 'army', 'flyer', 'donald', 'duke', 'killed', 'plane', 'carrying', 'bolivian', 'army', 'supply', 'crashed']",Unkown
284,1932-10-29,,"Ramsgate, England",Deutsche Lufthansa,Junkers W-33,2.0,2.0,0.0,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.,1932,False,"['mail', 'plane', 'ditched', 'english', 'channel', 'encountering', 'mile', 'hour', 'gale', 'force', 'wind']",Unkown
285,1932-11-02,,"Echterpfuhl, Germany",Deutsche Lufthansa,Junkers F-13,5.0,5.0,0.0,Crashed into mountainous terrain in the Spessart mountains in fog.,1932,False,"['crashed', 'mountainous', 'terrain', 'spessart', 'mountain', 'fog']",Collision/Geographical
286,1932-11-25,,"Marianna, Arkansas",Hunter Airways,Travel Air 6000,2.0,2.0,0.0,Became lost and circled  until the plane struck an oak tree and crashed onto a island in the bayou.,1932,False,"['became', 'lost', 'circled', 'plane', 'struck', 'oak', 'tree', 'crashed', 'onto', 'island', 'bayou']",Collision/Geographical
287,1932-12-14,,"Amarillo, Texas",Trans Continental and Western Air,Ford 5,2.0,2.0,0.0,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.,1932,False,"['mail', 'plane', 'crashed', 'snowstorm', 'pilot', 'died', 'two', 'day', 'later', 'injury']",Pilot Error
291,1933-01-14,,"Newark, New Jersey",Eastern Air Transport,Curtiss Condor 18,2.0,2.0,0.0,Went into a vertical bank and crashed and burned.,1933,False,"['went', 'vertical', 'bank', 'crashed', 'burned']",Unkown
293,1933-01-20,02:07,"Bourne, Texas",American Airways,Stearman 4,1.0,1.0,0.0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.,1933,False,"['pilot', 'mail', 'plane', 'lost', 'bearing', 'crashed', 'hillside', 'poor', 'visibility']",Weather Conditions
294,1933-01-24,,"Eugene, Oregon",PacifiAir Transport,Ford 5-AT-D,3.0,1.0,0.0,The mail plane crashed while taking off.,1933,False,"['mail', 'plane', 'crashed', 'taking']",Unkown
295,1933-03-11,,"Near Mendoza, Argentina",Pan American Grace Airways,Fairchild FC-2W,2.0,2.0,0.0,Crashed and burned.,1933,False,"['crashed', 'burned']",Unkown
296,1933-03-25,20:07,"Hayward, California",Varney Airlines,Lockheed Orion 9,3.0,3.0,11.0,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination.",1933,False,"['aircraft', 'crashed', 'top', 'two', 'house', 'smashed', 'third', 'bursting', 'flame', 'heavy', 'rain', 'unusual', 'unforeseen', 'condition', 'weather', 'developed', 'intensity', 'immediate', 'locality', 'accident', 'ceiling', 'suddenly', 'dropped', 'plane', 'approached', 'destination']",Weather Conditions
297,1933-03-28,14:30,"Near Dixmude, Belgium",Imperial Airways,Armstrong Whitworth Argosy II,15.0,15.0,0.0,"The airliner was crusing at about 4,000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven, this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger in an attempt to commit suicide.",1933,False,"['airliner', 'crusing', 'foot', 'fire', 'observed', 'coming', 'tail', 'section', 'pilot', 'tried', 'make', 'emergency', 'landing', 'fuselage', 'split', 'two', 'causing', 'aircraft', 'crash', 'burn', 'although', 'never', 'proven', 'thought', 'first', 'airline', 'disaster', 'caused', 'act', 'satotage', 'fire', 'thought', 'started', 'passenger', 'attempt', 'commit', 'suicide']",Pilot Error
300,1933-04-23,,"Mt. Terrione, Italy",Air Orient,Cams 33,6.0,6.0,0.0,Crashed into a mountain.,1933,False,"['crashed', 'mountain']",Collision/Geographical
301,1933-04-29,,"Traunstein, Germany",Eurasia,Junkers W-34,4.0,4.0,0.0,Crashed on a test flight before delivery to Eurasia in China.,1933,False,"['crashed', 'test', 'flight', 'delivery', 'eurasia', 'china']",Unkown
302,1933-05-09,,"Viladrau, Spain",Aeropostale - La Tecoere Company,Latecoere 28-1,6.0,6.0,0.0,Crashed while landing in fog.,1933,False,"['crashed', 'landing', 'fog']",Weather Conditions
303,1933-06-02,,"Bowling Green, Virginia",Eastern Air Transport,Pitcairns PA-6,1.0,1.0,0.0,The mail plane crashed into a ravine.,1933,False,"['mail', 'plane', 'crashed', 'ravine']",Unkown
304,1933-08-29,,"Quay, New Mexico",Trans Continental and Western Air,Ford 5-AT-B Tri Motor,5.0,5.0,0.0,Crashed during a storm while attempting to make an emergency landing.,1933,False,"['crashed', 'storm', 'attempting', 'make', 'emergency', 'landing']",Weather Conditions
305,1933-09-12,,"Ljubljana, Yugoslavia",Aeroput,Farman F-306,8.0,8.0,0.0,Crashed during takeoff on the ground of an insane asylum.,1933,False,"['crashed', 'takeoff', 'ground', 'insane', 'asylum']",Unkown
306,1933-10-10,21:00,"Chesterton, Indiana",United Air Lines,Boeing 247-D,10.0,10.0,0.0,"While en route to Chicago, the aircraft was destroyed by an explosive device placed in the cargo hold, consisting of nitro-glycerin and attached to a timing device. This was the first proven case of sabotage in the history of commercial aviation.",1933,False,"['en', 'route', 'chicago', 'aircraft', 'destroyed', 'explosive', 'device', 'placed', 'cargo', 'hold', 'consisting', 'nitro', 'glycerin', 'attached', 'timing', 'device', 'first', 'proven', 'case', 'sabotage', 'history', 'commercial', 'aviation']",Terror attack
308,1933-11-09,22:35,"Portland, Oregon",United Air Lines,Boeing 247,9.0,4.0,,Crashed in a thickly wooded area upon taking off after the pilot became lost in fog.,1933,False,"['crashed', 'thickly', 'wooded', 'area', 'upon', 'taking', 'pilot', 'became', 'lost', 'fog']",Weather Conditions
310,1933-11-20,,"Near Tsinan, China",China National Aviation Corporation,Sinson,8.0,8.0,,Crashed into the Chingshan mountain range in fog.,1933,False,"['crashed', 'chingshan', 'mountain', 'range', 'fog']",Weather Conditions
311,1933-11-21,15:00,"Near Kharkov, Ukraine, USSR",Kalinin,Kalinin K-7,20.0,14.0,0.0,Crashed due to structural failure during a test flight.,1933,False,"['crashed', 'due', 'structural', 'failure', 'test', 'flight']",Mechanical Failure
313,1933-12-11,,"Hamburg, Germany",Deutsche Lufthansa,Focke-Wulf A-17,8.0,7.0,0.0,Crashed after striking an obstacle while landing in poor visibility.,1933,False,"['crashed', 'striking', 'obstacle', 'landing', 'poor', 'visibility']",Weather Conditions
315,1933-12-30,,"Near Ruysselede, Belgium",Imperial Airways,Avro 10,10.0,10.0,0.0,Crashed into a radio antenna tower and tore off a wing  in dense  fog.,1933,False,"['crashed', 'radio', 'antenna', 'tower', 'tore', 'wing', 'dense', 'fog']",Weather Conditions
316,1934-01-15,18:15,"Corbigny, France",Air France,Dewoitine D-332,14.0,14.0,0.0,The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named 'Emeraude.',1934,False,"['aircraft', 'crashed', 'en', 'route', 'severe', 'snowstorm', 'icing', 'aircraft', 'named', 'emeraude']",Weather Conditions
318,1934-02-23,02:00,"Near Salt Lake City, Utah",Boeing Aircraft Company,Boeing 247,8.0,8.0,0.0,"Crashed on top of Parley's canyon, 20 miles from Salt Lake City shortly after taking off for Cheyenne.",1934,False,"['crashed', 'top', 'parley', 'canyon', 'mile', 'salt', 'lake', 'city', 'shortly', 'taking', 'cheyenne']",Unkown
320,1934-03-06,,"Petersburg, Illinois",American Airways,Fairchild Pilgrim 100A,4.0,4.0,0.0,Crashed into a snow drift due to icing in a blizzard.,1934,False,"['crashed', 'snow', 'drift', 'due', 'icing', 'blizzard']",Weather Conditions
321,1934-03-10,,"Pereira, Colombia",Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,6.0,5.0,0.0,"Scadta was a Pan Am subsidiary.  It was operating a domestiflight, which crashed in the Colombian jungle, which was called 'Green Hell.' Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor.",1934,False,"['scadta', 'pan', 'subsidiary', 'operating', 'domestiflight', 'crashed', 'colombian', 'jungle', 'called', 'green', 'hell', 'five', 'goigira', 'indian', 'canoeing', 'uribe', 'river', 'found', 'piece', 'clothing', 'dead', 'body', 'five', 'people', 'crash', 'wreckage', 'aircraft', 'also', 'found', 'man', 'alive', 'dazed', 'exhausted', 'half', 'crazy', 'unable', 'speak', 'carried', 'seven', 'day', 'jungle', 'civilization', 'later', 'recovered', 'name', 'newton', 'c', 'marshall', 'general', 'manager', 'south', 'american', 'gold', 'platinum', 'company', 'survivor']",Unkown
